cesta_k_souboru,sirka,vyska,prumerny_jas,label
dataset/ostatni\Fulham_player_face\000008.jpg,1000,563,206.35,0
dataset/ostatni\Fulham_player_face\000009.jpg,1536,1086,49.82,0
dataset/ostatni\Fulham_player_face\000010.jpg,1920,1280,84.49,0
dataset/ostatni\Fulham_player_face\000011.jpg,1920,1329,54.54,0
dataset/ostatni\Fulham_player_face\000012.jpg,912,516,104.68,0
dataset/ostatni\Fulham_player_face\000013.jpg,1024,816,116.77,0
dataset/ostatni\Fulham_player_face\000014.jpg,1920,1080,236.34,0
dataset/ostatni\Fulham_player_face\000015.jpg,1536,1024,100.01,0
dataset/ostatni\Fulham_player_face\000016.jpg,1200,630,78.14,0
dataset/ostatni\Fulham_player_face\000017.jpg,1920,1252,68.78,0
dataset/ostatni\Fulham_player_face\000018.jpg,1000,1000,171.77,0
dataset/ostatni\Fulham_player_face\000019.jpg,1920,1280,100.54,0
dataset/ostatni\Fulham_player_face\000020.jpg,1920,1280,67.74,0
dataset/ostatni\Fulham_player_face\000021.jpg,1630,1087,82.27,0
dataset/ostatni\Fulham_player_face\000022.jpg,1500,1101,112.26,0
dataset/ostatni\Fulham_player_face\000023.jpg,1920,1280,77.24,0
dataset/ostatni\Fulham_player_face\000024.jpg,1024,683,61.62,0
dataset/ostatni\Fulham_player_face\000025.jpg,1200,1200,73.13,0
dataset/ostatni\Fulham_player_face\000026.jpg,1920,1254,96.22,0
dataset/ostatni\Fulham_player_face\000027.jpg,1000,563,72.85,0
dataset/ostatni\Fulham_player_face\000028.jpg,1536,989,106.71,0
dataset/ostatni\Fulham_player_face\000029.jpg,1600,1152,83.76,0
dataset/ostatni\Fulham_player_face\000030.jpg,1200,630,115.01,0
dataset/ostatni\Fulham_player_face\000031.jpg,1920,1280,101.14,0
dataset/ostatni\Fulham_player_face\000032.jpg,1920,1332,124.06,0
dataset/ostatni\Fulham_player_face\000033.jpg,1024,693,115.59,0
dataset/ostatni\Fulham_player_face\000034.jpg,1000,662,98.45,0
dataset/ostatni\Fulham_player_face\000035.jpg,1176,800,74.19,0
dataset/ostatni\Fulham_player_face\000036.jpg,1000,563,212.27,0
dataset/ostatni\Fulham_player_face\000037.jpg,1600,900,66.65,0
dataset/ostatni\Fulham_player_face\000038.jpg,1920,1281,122.42,0
dataset/ostatni\Fulham_player_face\000039.jpg,3000,1500,114.18,0
dataset/ostatni\Fulham_player_face\000040.jpg,1000,667,97.45,0
dataset/ostatni\Fulham_player_face\000041.jpg,1500,857,144.2,0
dataset/ostatni\Fulham_player_face\000042.jpg,980,674,87.36,0
dataset/ostatni\Fulham_player_face\000043.jpg,1600,1170,82.94,0
dataset/ostatni\Fulham_player_face\000044.jpg,1100,758,81.07,0
dataset/ostatni\Fulham_player_face\000045.jpg,1600,900,68.23,0
dataset/ostatni\Fulham_player_face\000046.jpg,1600,1071,91.07,0
dataset/ostatni\Fulham_player_face\000047.jpg,236,235,143.8,0
dataset/ostatni\Fulham_player_face\000048.jpg,1600,1041,111.18,0
dataset/ostatni\Fulham_player_face\000049.jpg,2048,1152,71.38,0
dataset/ostatni\Fulham_player_face\000050.jpg,1200,1200,83.77,0
dataset/ostatni\Fulham_player_face\000051.jpg,736,754,66.37,0
dataset/ostatni\Fulham_player_face\000052.jpg,3000,2210,99.57,0
dataset/ostatni\Fulham_player_face\000053.jpg,408,408,54.47,0
dataset/ostatni\Fulham_player_face\000054.jpg,1024,576,98.63,0
dataset/ostatni\Fulham_player_face\000055.jpg,976,549,152.01,0
dataset/ostatni\Fulham_player_face\000056.jpg,976,548,89.25,0
dataset/ostatni\generic_human_face_profile\000001.jpg,317,280,224.37,0
dataset/ostatni\generic_human_face_profile\000002.jpg,390,280,141.38,0
dataset/ostatni\generic_human_face_profile\000003.jpg,1600,987,231.4,0
dataset/ostatni\generic_human_face_profile\000004.jpg,1600,987,223.68,0
dataset/ostatni\generic_human_face_profile\000005.jpg,1600,987,218.12,0
dataset/ostatni\generic_human_face_profile\000006.jpg,1600,1156,220.97,0
dataset/ostatni\generic_human_face_profile\000007.jpg,800,669,205.67,0
dataset/ostatni\generic_human_face_profile\000008.jpg,433,650,193.69,0
dataset/ostatni\generic_human_face_profile\000009.jpg,626,626,187.55,0
dataset/ostatni\generic_human_face_profile\000010.jpg,800,800,236.32,0
dataset/ostatni\generic_human_face_profile\000011.jpg,576,800,188.51,0
dataset/ostatni\generic_human_face_profile\000012.jpg,626,626,233.74,0
dataset/ostatni\generic_human_face_profile\000013.jpg,626,626,247.06,0
dataset/ostatni\generic_human_face_profile\000014.jpg,1029,1390,221.9,0
dataset/ostatni\generic_human_face_profile\000015.jpg,1000,250,208.14,0
dataset/ostatni\generic_human_face_profile\000016.jpg,1920,1291,122.4,0
dataset/ostatni\generic_human_face_profile\000017.jpg,626,471,70.02,0
dataset/ostatni\generic_human_face_profile\000018.jpg,616,280,229.38,0
dataset/ostatni\generic_human_face_profile\000019.jpg,1024,1024,112.46,0
dataset/ostatni\generic_human_face_profile\000020.jpg,433,280,237.82,0
dataset/ostatni\generic_human_face_profile\000021.jpg,900,599,135.08,0
dataset/ostatni\generic_human_face_profile\000022.jpg,1040,280,188.9,0
dataset/ostatni\generic_human_face_profile\000023.jpg,626,417,148.27,0
dataset/ostatni\generic_human_face_profile\000024.jpg,1300,1196,188.35,0
dataset/ostatni\generic_human_face_profile\000025.jpg,1024,1024,132.05,0
dataset/ostatni\generic_human_face_profile\000026.jpg,1050,700,150.53,0
dataset/ostatni\generic_human_face_profile\000027.jpg,1244,1690,181.16,0
dataset/ostatni\generic_human_face_profile\000028.jpg,1024,1024,92.66,0
dataset/ostatni\generic_human_face_profile\000029.jpg,1300,956,123.04,0
dataset/ostatni\generic_human_face_profile\000030.jpg,450,470,216.55,0
dataset/ostatni\generic_human_face_profile\000031.jpg,1050,700,150.43,0
dataset/ostatni\generic_human_face_profile\000032.jpg,1000,1000,250.8,0
dataset/ostatni\generic_human_face_profile\000033.jpg,883,1390,219.41,0
dataset/ostatni\generic_human_face_profile\000034.jpg,417,626,88.41,0
dataset/ostatni\generic_human_face_profile\000035.jpg,1000,1080,185.33,0
dataset/ostatni\generic_human_face_profile\000036.jpg,1000,720,205.77,0
dataset/ostatni\generic_human_face_profile\000037.jpg,1025,1600,53.98,0
dataset/ostatni\generic_human_face_profile\000038.jpg,626,417,219.11,0
dataset/ostatni\generic_human_face_profile\000039.jpg,1500,1072,193.12,0
dataset/ostatni\generic_human_face_profile\000040.jpg,1000,720,205.65,0
dataset/ostatni\generic_human_face_profile\000041.jpg,800,1280,141.3,0
dataset/ostatni\generic_human_face_profile\000042.jpg,1920,1921,61.03,0
dataset/ostatni\generic_human_face_profile\000043.jpg,1920,857,58.78,0
dataset/ostatni\generic_human_face_profile\000044.jpg,1000,1000,134.08,0
dataset/ostatni\generic_human_face_profile\000045.jpg,1024,1024,66.69,0
dataset/ostatni\generic_human_face_profile\000046.jpg,800,534,220.5,0
dataset/ostatni\golf_player_face\000001.jpg,1600,1066,114.33,0
dataset/ostatni\golf_player_face\000002.jpg,1066,1600,143.84,0
dataset/ostatni\golf_player_face\000003.jpg,390,280,185.19,0
dataset/ostatni\golf_player_face\000004.jpg,667,1000,232.52,0
dataset/ostatni\golf_player_face\000005.jpeg,6720,4480,169.36,0
dataset/ostatni\golf_player_face\000006.jpeg,4032,3024,158.09,0
dataset/ostatni\golf_player_face\000007.jpg,1500,1069,162.62,0
dataset/ostatni\golf_player_face\000008.jpg,1049,700,124.9,0
dataset/ostatni\golf_player_face\000009.jpg,1469,980,125.94,0
dataset/ostatni\golf_player_face\000010.jpg,1469,980,162.71,0
dataset/ostatni\golf_player_face\000011.jpg,1300,956,83.0,0
dataset/ostatni\golf_player_face\000012.jpg,1469,980,86.07,0
dataset/ostatni\golf_player_face\000013.jpg,800,800,215.85,0
dataset/ostatni\golf_player_face\000014.jpg,1300,957,145.59,0
dataset/ostatni\golf_player_face\000015.jpg,2937,1960,108.68,0
dataset/ostatni\golf_player_face\000016.jpg,2937,1960,84.85,0
dataset/ostatni\golf_player_face\000017.jpg,2937,1960,95.35,0
dataset/ostatni\golf_player_face\000018.jpg,1308,1960,96.49,0
dataset/ostatni\golf_player_face\000019.jpg,384,600,11.06,0
dataset/ostatni\golf_player_face\000020.jpg,501,626,234.65,0
dataset/ostatni\golf_player_face\000021.jpg,1000,653,111.32,0
dataset/ostatni\golf_player_face\000022.jpg,1300,956,160.1,0
dataset/ostatni\golf_player_face\000023.jpg,626,626,238.9,0
dataset/ostatni\golf_player_face\000024.jpg,852,480,82.13,0
dataset/ostatni\golf_player_face\000025.jpg,417,626,41.08,0
dataset/ostatni\golf_player_face\000026.jpg,626,626,238.8,0
dataset/ostatni\golf_player_face\000027.jpg,626,626,215.94,0
dataset/ostatni\golf_player_face\000028.jpg,1300,956,84.91,0
dataset/ostatni\golf_player_face\000029.jpg,1300,957,101.68,0
dataset/ostatni\golf_player_face\000030.jpg,518,626,118.19,0
dataset/ostatni\golf_player_face\000031.jpg,626,626,231.38,0
dataset/ostatni\golf_player_face\000032.jpg,1131,1690,178.1,0
dataset/ostatni\golf_player_face\000033.jpg,828,821,199.58,0
dataset/ostatni\golf_player_face\000034.jpg,1028,767,112.54,0
dataset/ostatni\golf_player_face\000035.jpg,417,626,136.96,0
dataset/ostatni\golf_player_face\000036.jpg,417,626,112.7,0
dataset/ostatni\golf_player_face\000037.jpg,1240,827,127.6,0
dataset/ostatni\golf_player_face\000038.jpg,1049,700,139.12,0
dataset/ostatni\golf_player_face\000039.jpg,866,1390,104.1,0
dataset/ostatni\golf_player_face\000040.jpg,667,1000,234.08,0
dataset/ostatni\golf_player_face\000041.jpg,600,620,217.44,0
dataset/ostatni\Kylian_Mbappe_face\000001.jpg,968,1100,245.6,0
dataset/ostatni\Kylian_Mbappe_face\000002.jpg,718,1272,110.5,0
dataset/ostatni\Kylian_Mbappe_face\000003.jpg,1749,980,43.65,0
dataset/ostatni\Kylian_Mbappe_face\000004.jpg,5120,1600,117.55,0
dataset/ostatni\Kylian_Mbappe_face\000005.jpg,3000,1500,118.66,0
dataset/ostatni\Kylian_Mbappe_face\000006.jpg,700,700,120.97,0
dataset/ostatni\Kylian_Mbappe_face\000007.jpg,736,1308,107.76,0
dataset/ostatni\Kylian_Mbappe_face\000008.jpg,1182,1500,164.86,0
dataset/ostatni\Kylian_Mbappe_face\000009.jpg,910,1200,111.95,0
dataset/ostatni\Kylian_Mbappe_face\000010.jpg,1920,1080,117.76,0
dataset/ostatni\Kylian_Mbappe_face\000011.jpg,736,1308,56.16,0
dataset/ostatni\Kylian_Mbappe_face\000012.jpg,3000,1500,107.62,0
dataset/ostatni\Kylian_Mbappe_face\000013.jpg,1080,1349,160.99,0
dataset/ostatni\Kylian_Mbappe_face\000014.jpg,1920,1080,36.52,0
dataset/ostatni\Kylian_Mbappe_face\000015.jpg,800,800,202.37,0
dataset/ostatni\Kylian_Mbappe_face\000016.jpg,1920,1080,90.06,0
dataset/ostatni\Kylian_Mbappe_face\000017.jpg,2000,1333,27.25,0
dataset/ostatni\Kylian_Mbappe_face\000018.jpg,1024,683,80.22,0
dataset/ostatni\Kylian_Mbappe_face\000019.jpg,3000,1500,82.23,0
dataset/ostatni\Kylian_Mbappe_face\000020.jpg,2256,1691,89.97,0
dataset/ostatni\Kylian_Mbappe_face\000021.jpg,1400,1180,236.24,0
dataset/ostatni\Kylian_Mbappe_face\000022.jpg,627,908,143.18,0
dataset/ostatni\Kylian_Mbappe_face\000023.jpg,1200,1683,89.32,0
dataset/ostatni\Kylian_Mbappe_face\000024.jpg,3840,960,108.71,0
dataset/ostatni\Kylian_Mbappe_face\000025.jpg,3456,720,113.52,0
dataset/ostatni\Kylian_Mbappe_face\000026.jpg,1242,2208,90.76,0
dataset/ostatni\Kylian_Mbappe_face\000027.jpg,620,826,147.77,0
dataset/ostatni\Kylian_Mbappe_face\000028.jpg,1920,1200,16.87,0
dataset/ostatni\Kylian_Mbappe_face\000029.jpg,1400,700,78.14,0
dataset/ostatni\Kylian_Mbappe_face\000030.jpg,711,1264,88.89,0
dataset/ostatni\Kylian_Mbappe_face\000031.jpg,1200,630,159.94,0
dataset/ostatni\Kylian_Mbappe_face\000032.jpg,1024,1024,89.69,0
dataset/ostatni\Kylian_Mbappe_face\000033.jpg,1300,956,93.94,0
dataset/ostatni\Kylian_Mbappe_face\000034.jpg,1300,881,75.91,0
dataset/ostatni\Kylian_Mbappe_face\000035.jpg,866,1390,149.97,0
dataset/ostatni\Kylian_Mbappe_face\000036.jpg,1040,1390,113.87,0
dataset/ostatni\Kylian_Mbappe_face\000037.jpg,1920,1080,24.2,0
dataset/ostatni\Kylian_Mbappe_face\000038.jpg,1280,720,246.78,0
dataset/ostatni\Kylian_Mbappe_face\000039.jpg,1280,720,195.28,0
dataset/ostatni\Kylian_Mbappe_face\000040.jpg,1280,720,176.95,0
dataset/ostatni\Kylian_Mbappe_face\000041.jpg,736,880,88.92,0
dataset/ostatni\Kylian_Mbappe_face\000042.jpg,1268,2048,129.82,0
dataset/ostatni\Kylian_Mbappe_face\000043.jpg,662,1038,116.83,0
dataset/ostatni\Kylian_Mbappe_face\000044.jpg,735,688,163.89,0
dataset/ostatni\Kylian_Mbappe_face\000045.jpg,1080,1920,58.19,0
dataset/ostatni\Kylian_Mbappe_face\000046.jpg,251,324,85.73,0
dataset/ostatni\Kylian_Mbappe_face\000047.jpg,740,921,113.99,0
dataset/ostatni\Kylian_Mbappe_face\000048.jpg,770,1014,144.53,0
dataset/ostatni\Kylian_Mbappe_face\000049.jpg,726,726,83.31,0
dataset/ostatni\Kylian_Mbappe_face\000050.jpg,1080,1080,141.01,0
dataset/ostatni\Kylian_Mbappe_face\000051.jpg,1080,1280,84.05,0
dataset/ostatni\Kylian_Mbappe_face\000052.jpg,675,1200,46.9,0
dataset/ostatni\Kylian_Mbappe_face\000053.jpg,736,917,165.91,0
dataset/ostatni\Kylian_Mbappe_face\000054.jpg,720,899,36.55,0
dataset/ostatni\Kylian_Mbappe_face\000055.jpg,1080,1307,83.54,0
dataset/ostatni\Kylian_Mbappe_face\000056.jpg,2304,4096,77.02,0
dataset/ostatni\Kylian_Mbappe_face\000057.jpg,800,1200,89.65,0
dataset/ostatni\Kylian_Mbappe_face\000058.jpg,2560,1440,71.66,0
dataset/ostatni\Kylian_Mbappe_face\000059.jpg,976,549,124.03,0
dataset/ostatni\Kylian_Mbappe_face\000060.jpg,1080,1920,44.78,0
dataset/ostatni\Kylian_Mbappe_face\000061.jpg,3840,2400,96.99,0
dataset/ostatni\Leeds_United_player_face\000001.jpg,1920,1280,69.05,0
dataset/ostatni\Leeds_United_player_face\000002.jpg,1024,683,122.13,0
dataset/ostatni\Leeds_United_player_face\000003.jpg,1200,630,90.2,0
dataset/ostatni\Leeds_United_player_face\000004.jpg,1600,1066,68.78,0
dataset/ostatni\Leeds_United_player_face\000005.jpg,3000,1687,207.86,0
dataset/ostatni\Leeds_United_player_face\000006.jpg,3000,1687,69.6,0
dataset/ostatni\Leeds_United_player_face\000007.jpg,3000,1687,61.47,0
dataset/ostatni\Leeds_United_player_face\000008.jpg,1200,630,109.22,0
dataset/ostatni\Leeds_United_player_face\000009.jpg,1200,630,83.98,0
dataset/ostatni\Leeds_United_player_face\000010.jpg,1924,1227,88.71,0
dataset/ostatni\Leeds_United_player_face\000011.jpg,1840,1227,81.99,0
dataset/ostatni\Leeds_United_player_face\000012.jpg,1840,1227,52.46,0
dataset/ostatni\Leeds_United_player_face\000013.jpg,1024,682,28.31,0
dataset/ostatni\Leeds_United_player_face\000014.jpg,1536,1054,57.77,0
dataset/ostatni\Leeds_United_player_face\000015.jpg,1920,1312,98.19,0
dataset/ostatni\Leeds_United_player_face\000016.jpg,1920,1280,71.99,0
dataset/ostatni\Leeds_United_player_face\000017.jpg,1140,759,165.57,0
dataset/ostatni\Leeds_United_player_face\000018.jpg,1140,760,53.59,0
dataset/ostatni\Leeds_United_player_face\000019.jpg,1920,1280,88.66,0
dataset/ostatni\Leeds_United_player_face\000020.jpg,2200,1466,115.68,0
dataset/ostatni\Leeds_United_player_face\000021.jpg,1536,1024,100.07,0
dataset/ostatni\Leeds_United_player_face\000022.jpg,1000,600,126.69,0
dataset/ostatni\Leeds_United_player_face\000023.jpg,1600,1067,67.03,0
dataset/ostatni\Leeds_United_player_face\000024.jpg,2560,1706,95.6,0
dataset/ostatni\Leeds_United_player_face\000025.jpg,736,1308,47.19,0
dataset/ostatni\Leeds_United_player_face\000026.jpg,1920,1280,73.22,0
dataset/ostatni\Leeds_United_player_face\000027.jpg,1920,1280,55.28,0
dataset/ostatni\Leeds_United_player_face\000028.jpg,3000,1500,151.44,0
dataset/ostatni\Leeds_United_player_face\000029.jpg,1600,1067,94.82,0
dataset/ostatni\Leeds_United_player_face\000030.jpg,1200,630,69.71,0
dataset/ostatni\Leeds_United_player_face\000031.jpg,750,500,28.3,0
dataset/ostatni\Leeds_United_player_face\000032.jpg,575,821,170.11,0
dataset/ostatni\Leeds_United_player_face\000033.jpg,2000,1428,90.58,0
dataset/ostatni\Leeds_United_player_face\000034.jpg,1200,630,117.67,0
dataset/ostatni\Leeds_United_player_face\000035.jpg,1200,630,70.18,0
dataset/ostatni\Leeds_United_player_face\000036.jpg,1200,630,53.82,0
dataset/ostatni\Leeds_United_player_face\000037.jpg,1000,667,112.02,0
dataset/ostatni\Leeds_United_player_face\000038.jpg,1802,1227,65.92,0
dataset/ostatni\Leeds_United_player_face\000039.jpg,1840,1227,85.99,0
dataset/ostatni\Leeds_United_player_face\000040.jpg,1840,1227,51.61,0
dataset/ostatni\Leeds_United_player_face\000041.jpg,1839,1227,75.1,0
dataset/ostatni\Leeds_United_player_face\000042.jpg,2000,1331,98.55,0
dataset/ostatni\Leeds_United_player_face\000043.jpg,1600,1038,60.04,0
dataset/ostatni\Leeds_United_player_face\000044.jpg,615,410,88.97,0
dataset/ostatni\Leeds_United_player_face\000045.jpg,1920,1246,116.24,0
dataset/ostatni\Leeds_United_player_face\000046.jpg,1920,1280,94.98,0
dataset/ostatni\Leeds_United_player_face\000047.jpg,1024,731,73.2,0
dataset/ostatni\Leeds_United_player_face\000048.jpg,2000,1284,50.44,0
dataset/ostatni\Leeds_United_player_face\000049.jpg,2000,1330,76.06,0
dataset/ostatni\Leeds_United_player_face\000050.jpg,1920,1280,86.0,0
dataset/ostatni\Leeds_United_player_face\000051.jpg,2000,1331,83.61,0
dataset/ostatni\Leeds_United_player_face\000052.jpg,2000,1331,77.46,0
dataset/ostatni\Leeds_United_player_face\000053.jpg,1600,1066,82.47,0
dataset/ostatni\Leeds_United_player_face\000054.jpg,2200,1466,107.96,0
dataset/ostatni\Leeds_United_player_face\000055.jpg,736,1250,172.17,0
dataset/ostatni\Leeds_United_player_face\000056.jpg,2200,1466,81.16,0
dataset/ostatni\Leeds_United_player_face\000057.jpg,4066,2648,103.79,0
dataset/ostatni\Leeds_United_player_face\000058.jpg,3600,2430,87.88,0
dataset/ostatni\Leeds_United_player_face\000059.jpg,1500,1000,97.07,0
dataset/ostatni\Leeds_United_player_face\000060.jpg,2000,1334,69.49,0
dataset/ostatni\Leeds_United_player_face\000061.jpg,1600,797,85.15,0
dataset/ostatni\Leeds_United_player_face\000062.jpg,1500,1000,97.07,0
dataset/ostatni\Leeds_United_player_face\000063.jpg,2000,1331,81.14,0
dataset/ostatni\Leeds_United_player_face\000064.jpg,3380,2180,65.73,0
dataset/ostatni\Leeds_United_player_face\000065.jpg,1600,1066,38.99,0
dataset/ostatni\Leeds_United_player_face\000066.jpg,1600,1016,150.6,0
dataset/ostatni\Leeds_United_player_face\000067.jpg,2645,1959,128.37,0
dataset/ostatni\Leeds_United_player_face\000068.jpg,1280,720,130.63,0
dataset/ostatni\Leeds_United_player_face\000069.jpg,2048,1151,114.57,0
dataset/ostatni\Leeds_United_player_face\000070.jpg,736,1058,197.07,0
dataset/ostatni\Leeds_United_player_face\000071.jpg,280,390,182.38,0
dataset/ostatni\Leeds_United_player_face\000072.jpg,800,450,87.15,0
dataset/ostatni\Lionel_Messi_face\000001.jpg,1920,1200,95.77,0
dataset/ostatni\Lionel_Messi_face\000002.jpeg,6000,3376,95.76,0
dataset/ostatni\Lionel_Messi_face\000003.jpeg,4339,5424,74.08,0
dataset/ostatni\Lionel_Messi_face\000004.jpeg,3744,5616,169.29,0
dataset/ostatni\Lionel_Messi_face\000005.jpeg,6000,4000,72.31,0
dataset/ostatni\Lionel_Messi_face\000006.jpeg,4170,6000,75.69,0
dataset/ostatni\Lionel_Messi_face\000007.jpg,1170,2208,64.32,0
dataset/ostatni\Lionel_Messi_face\000008.jpg,600,620,207.86,0
dataset/ostatni\Lionel_Messi_face\000009.jpeg,3651,5261,106.14,0
dataset/ostatni\Lionel_Messi_face\000010.jpeg,4000,6000,75.87,0
dataset/ostatni\Lionel_Messi_face\000011.jpeg,3826,6000,94.71,0
dataset/ostatni\Lionel_Messi_face\000012.jpeg,2048,2560,122.88,0
dataset/ostatni\Lionel_Messi_face\000013.jpeg,4672,7008,125.33,0
dataset/ostatni\Lionel_Messi_face\000014.jpeg,2668,3307,59.68,0
dataset/ostatni\Lionel_Messi_face\000015.jpeg,4897,3264,85.47,0
dataset/ostatni\Lionel_Messi_face\000016.jpeg,3007,4211,76.35,0
dataset/ostatni\Lionel_Messi_face\000017.jpeg,3189,3986,119.34,0
dataset/ostatni\Lionel_Messi_face\000018.jpg,260,280,217.34,0
dataset/ostatni\Lionel_Messi_face\000019.jpeg,3088,3408,98.32,0
dataset/ostatni\Lionel_Messi_face\000020.jpg,1920,1252,75.04,0
dataset/ostatni\Lionel_Messi_face\000021.jpg,1080,1920,27.5,0
dataset/ostatni\Lionel_Messi_face\000022.jpeg,4160,6240,79.66,0
dataset/ostatni\Lionel_Messi_face\000023.jpeg,3840,5700,109.19,0
dataset/ostatni\Lionel_Messi_face\000024.jpeg,2013,2516,68.15,0
dataset/ostatni\Lionel_Messi_face\000025.jpeg,5461,8192,153.31,0
dataset/ostatni\Lionel_Messi_face\000026.jpg,1080,2400,49.05,0
dataset/ostatni\Lionel_Messi_face\000027.jpg,1920,1200,95.77,0
dataset/ostatni\Lionel_Messi_face\000028.jpg,501,626,193.77,0
dataset/ostatni\Lionel_Messi_face\000029.jpeg,4000,6000,134.92,0
dataset/ostatni\Lionel_Messi_face\000030.jpg,626,626,192.03,0
dataset/ostatni\Lionel_Messi_face\000031.jpg,481,626,135.44,0
dataset/ostatni\Lionel_Messi_face\000032.jpg,736,1308,115.13,0
dataset/ostatni\Lionel_Messi_face\000033.jpg,1920,1080,75.75,0
dataset/ostatni\Lionel_Messi_face\000034.jpg,754,1060,149.87,0
dataset/ostatni\Lionel_Messi_face\000035.jpeg,2400,3000,95.98,0
dataset/ostatni\Lionel_Messi_face\000036.jpg,501,626,209.28,0
dataset/ostatni\Lionel_Messi_face\000037.jpg,1224,1224,95.05,0
